frame,time_s,left_height_px,right_height_px,left_on_mat,right_on_mat,height_diff,bonus_flag,bonus_reason
1295,51.8,-80,-70,1,1,10,0,Diff 10.0px too low
1296,51.84,-80,-70,1,1,10,0,Diff 10.0px too low
1297,51.88,-80,-70,1,1,10,0,Diff 10.0px too low
1298,51.92,-80,-70,1,1,10,0,Diff 10.0px too low
1299,51.96,-80,-70,1,1,10,0,Diff 10.0px too low
1300,52.0,-80,-70,1,1,10,0,Diff 10.0px too low
1301,52.04,-80,-70,1,1,10,0,Diff 10.0px too low
1302,52.08,-80,-70,1,1,10,0,Diff 10.0px too low
1303,52.12,-80,-70,1,1,10,0,Diff 10.0px too low
1304,52.16,-81,-70,1,1,11,0,Diff 11.0px too low
1305,52.2,-81,-70,1,1,11,0,Diff 11.0px too low
1306,52.24,-81,-70,1,1,11,0,Diff 11.0px too low
1307,52.28,-81,-70,1,1,11,0,Diff 11.0px too low
1308,52.32,-82,-70,1,1,12,0,Diff 12.0px too low
1309,52.36,-82,-70,1,1,12,0,Diff 12.0px too low
1310,52.4,-82,-71,1,1,11,0,Diff 11.0px too low
1311,52.44,-82,-71,1,1,11,0,Diff 11.0px too low
1312,52.48,-83,-71,1,1,12,0,Diff 12.0px too low
1313,52.52,-83,-71,1,1,12,0,Diff 12.0px too low
1314,52.56,-83,-71,1,1,12,0,Diff 12.0px too low
1315,52.6,-83,-71,1,1,12,0,Diff 12.0px too low
1316,52.64,-83,-71,1,1,12,0,Diff 12.0px too low
1317,52.68,-83,-71,1,1,12,0,Diff 12.0px too low
1318,52.72,-83,-71,1,1,12,0,Diff 12.0px too low
1319,52.76,-83,-71,1,1,12,0,Diff 12.0px too low
1320,52.8,-83,-71,1,1,12,0,Diff 12.0px too low
1321,52.84,-83,-71,1,1,12,0,Diff 12.0px too low
1322,52.88,-83,-71,1,1,12,0,Diff 12.0px too low
1323,52.92,-83,-71,1,1,12,0,Diff 12.0px too low
1324,52.96,-83,-71,1,1,12,0,Diff 12.0px too low
1325,53.0,-83,-71,1,1,12,0,Diff 12.0px too low
1326,53.04,-83,-71,1,1,12,0,Diff 12.0px too low
1327,53.08,-83,-71,1,1,12,0,Diff 12.0px too low
1328,53.12,-83,-71,1,1,12,0,Diff 12.0px too low
1329,53.16,-83,-71,1,1,12,0,Diff 12.0px too low
1330,53.2,-83,-71,1,1,12,0,Diff 12.0px too low
1331,53.24,-83,-71,1,1,12,0,Diff 12.0px too low
1332,53.28,-83,-71,1,1,12,0,Diff 12.0px too low
1333,53.32,-83,-71,1,1,12,0,Diff 12.0px too low
1334,53.36,-83,-71,1,1,12,0,Diff 12.0px too low
1335,53.4,-83,-71,1,1,12,0,Diff 12.0px too low
1336,53.44,-83,-71,1,1,12,0,Diff 12.0px too low
1337,53.48,-83,-71,1,1,12,0,Diff 12.0px too low
1338,53.52,-83,-71,1,1,12,0,Diff 12.0px too low
1339,53.56,-83,-71,1,1,12,0,Diff 12.0px too low
1340,53.6,-83,-71,1,1,12,0,Diff 12.0px too low
1341,53.64,-83,-71,1,1,12,0,Diff 12.0px too low
1342,53.68,-83,-71,1,1,12,0,Diff 12.0px too low
1343,53.72,-83,-71,1,1,12,0,Diff 12.0px too low
1344,53.76,-83,-71,1,1,12,0,Diff 12.0px too low
1345,53.8,-83,-71,1,1,12,0,Diff 12.0px too low
1346,53.84,-83,-71,1,1,12,0,Diff 12.0px too low
1347,53.88,-83,-71,1,1,12,0,Diff 12.0px too low
1348,53.92,-83,-71,1,1,12,0,Diff 12.0px too low
1349,53.96,-83,-71,1,1,12,0,Diff 12.0px too low
1350,54.0,-82,-71,1,1,11,0,Diff 11.0px too low
1351,54.04,-82,-71,1,1,11,0,Diff 11.0px too low
1352,54.08,-82,-71,1,1,11,0,Diff 11.0px too low
1353,54.12,-82,-71,1,1,11,0,Diff 11.0px too low
1354,54.16,-82,-71,1,1,11,0,Diff 11.0px too low
1355,54.2,-82,-71,1,1,11,0,Diff 11.0px too low
1356,54.24,-82,-71,1,1,11,0,Diff 11.0px too low
1357,54.28,-82,-71,1,1,11,0,Diff 11.0px too low
1358,54.32,-82,-71,1,1,11,0,Diff 11.0px too low
1359,54.36,-82,-71,1,1,11,0,Diff 11.0px too low
1360,54.4,-82,-71,1,1,11,0,Diff 11.0px too low
1361,54.44,-82,-71,1,1,11,0,Diff 11.0px too low
1362,54.48,-81,-71,1,1,10,0,Diff 10.0px too low
1363,54.52,-81,-71,1,1,10,0,Diff 10.0px too low
1364,54.56,-81,-71,1,1,10,0,Diff 10.0px too low
1365,54.6,-81,-71,1,1,10,0,Diff 10.0px too low
1366,54.64,-81,-71,1,1,10,0,Diff 10.0px too low
1367,54.68,-81,-71,1,1,10,0,Diff 10.0px too low
1368,54.72,-81,-71,1,1,10,0,Diff 10.0px too low
1369,54.76,-81,-71,1,1,10,0,Diff 10.0px too low
1370,54.8,-81,-71,1,1,10,0,Diff 10.0px too low
1371,54.84,-81,-71,1,1,10,0,Diff 10.0px too low
1372,54.88,-81,-71,1,1,10,0,Diff 10.0px too low
1373,54.92,-81,-71,1,1,10,0,Diff 10.0px too low
1374,54.96,-81,-71,1,1,10,0,Diff 10.0px too low
1375,55.0,-81,-71,1,1,10,0,Diff 10.0px too low
1376,55.04,-81,-71,1,1,10,0,Diff 10.0px too low
1377,55.08,-81,-71,1,1,10,0,Diff 10.0px too low
1378,55.12,-81,-71,1,1,10,0,Diff 10.0px too low
1379,55.16,-81,-71,1,1,10,0,Diff 10.0px too low
1380,55.2,-81,-71,1,1,10,0,Diff 10.0px too low
1381,55.24,-81,-71,1,1,10,0,Diff 10.0px too low
1382,55.28,-81,-71,1,1,10,0,Diff 10.0px too low
1383,55.32,-81,-71,1,1,10,0,Diff 10.0px too low
1384,55.36,-81,-71,1,1,10,0,Diff 10.0px too low
1385,55.4,-81,-71,1,1,10,0,Diff 10.0px too low
1386,55.44,-81,-71,1,1,10,0,Diff 10.0px too low
1387,55.48,-81,-71,1,1,10,0,Diff 10.0px too low
1388,55.52,-81,-71,1,1,10,0,Diff 10.0px too low
1389,55.56,-81,-71,1,1,10,0,Diff 10.0px too low
1390,55.6,-81,-71,1,1,10,0,Diff 10.0px too low
1391,55.64,-81,-71,1,1,10,0,Diff 10.0px too low
1392,55.68,-81,-71,1,1,10,0,Diff 10.0px too low
1393,55.72,-81,-71,1,1,10,0,Diff 10.0px too low
1394,55.76,-81,-71,1,1,10,0,Diff 10.0px too low
1395,55.8,-81,-71,1,1,10,0,Diff 10.0px too low
1396,55.84,-81,-71,1,1,10,0,Diff 10.0px too low
1397,55.88,-81,-71,1,1,10,0,Diff 10.0px too low
1398,55.92,-81,-71,1,1,10,0,Diff 10.0px too low
1399,55.96,-81,-71,1,1,10,0,Diff 10.0px too low
1400,56.0,-81,-71,1,1,10,0,Diff 10.0px too low
1401,56.04,-81,-71,1,1,10,0,Diff 10.0px too low
1402,56.08,-81,-71,1,1,10,0,Diff 10.0px too low
1403,56.12,-81,-71,1,1,10,0,Diff 10.0px too low
1404,56.16,-81,-71,1,1,10,0,Diff 10.0px too low
1405,56.2,-81,-71,1,1,10,0,Diff 10.0px too low
1406,56.24,-81,-71,1,1,10,0,Diff 10.0px too low
1407,56.28,-81,-71,1,1,10,0,Diff 10.0px too low
1408,56.32,-81,-71,1,1,10,0,Diff 10.0px too low
1409,56.36,-81,-71,1,1,10,0,Diff 10.0px too low
1410,56.4,-81,-71,1,1,10,0,Diff 10.0px too low
1411,56.44,-81,-71,1,1,10,0,Diff 10.0px too low
1412,56.48,-81,-71,1,1,10,0,Diff 10.0px too low
1413,56.52,-81,-71,1,1,10,0,Diff 10.0px too low
1414,56.56,-81,-71,1,1,10,0,Diff 10.0px too low
1415,56.6,-81,-71,1,1,10,0,Diff 10.0px too low
1416,56.64,-81,-71,1,1,10,0,Diff 10.0px too low
1417,56.68,-81,-71,1,1,10,0,Diff 10.0px too low
1418,56.72,-81,-71,1,1,10,0,Diff 10.0px too low
1419,56.76,-81,-71,1,1,10,0,Diff 10.0px too low
1420,56.8,-81,-71,1,1,10,0,Diff 10.0px too low
1421,56.84,-81,-71,1,1,10,0,Diff 10.0px too low
1422,56.88,-81,-71,1,1,10,0,Diff 10.0px too low
1423,56.92,-81,-71,1,1,10,0,Diff 10.0px too low
1424,56.96,-81,-71,1,1,10,0,Diff 10.0px too low
1425,57.0,-81,-71,1,1,10,0,Diff 10.0px too low
1426,57.04,-81,-71,1,1,10,0,Diff 10.0px too low
1427,57.08,-81,-71,1,1,10,0,Diff 10.0px too low
1428,57.12,-81,-71,1,1,10,0,Diff 10.0px too low
1429,57.16,-81,-71,1,1,10,0,Diff 10.0px too low
