frame,time_s,left_height_px,right_height_px,left_on_mat,right_on_mat,height_diff,bonus_flag,bonus_reason
855,34.2,-82,-72,1,1,10,0,Diff 10.0px too low
856,34.24,-81,-72,1,1,9,0,Diff 9.0px too low
857,34.28,-81,-72,1,1,9,0,Diff 9.0px too low
858,34.32,-86,-72,1,1,14,0,Diff 14.0px too low
859,34.36,-84,-72,1,1,12,0,Diff 12.0px too low
860,34.4,-83,-72,1,1,11,0,Diff 11.0px too low
861,34.44,-83,-72,1,1,11,0,Diff 11.0px too low
862,34.48,-83,-72,1,1,11,0,Diff 11.0px too low
863,34.52,-83,-72,1,1,11,0,Diff 11.0px too low
864,34.56,-83,-72,1,1,11,0,Diff 11.0px too low
865,34.6,-83,-72,1,1,11,0,Diff 11.0px too low
866,34.64,-83,-72,1,1,11,0,Diff 11.0px too low
867,34.68,-83,-72,1,1,11,0,Diff 11.0px too low
868,34.72,-83,-72,1,1,11,0,Diff 11.0px too low
869,34.76,-83,-72,1,1,11,0,Diff 11.0px too low
870,34.8,-83,-72,1,1,11,0,Diff 11.0px too low
871,34.84,-83,-72,1,1,11,0,Diff 11.0px too low
872,34.88,-83,-72,1,1,11,0,Diff 11.0px too low
873,34.92,-86,-72,1,1,14,0,Diff 14.0px too low
874,34.96,-87,-72,1,1,15,0,Diff 15.0px too low
875,35.0,-85,-72,1,1,13,0,Diff 13.0px too low
876,35.04,-84,-72,1,1,12,0,Diff 12.0px too low
877,35.08,-84,-72,1,1,12,0,Diff 12.0px too low
878,35.12,-84,-72,1,1,12,0,Diff 12.0px too low
879,35.16,-83,-72,1,1,11,0,Diff 11.0px too low
880,35.2,-85,-72,1,1,13,0,Diff 13.0px too low
881,35.24,-85,-72,1,1,13,0,Diff 13.0px too low
882,35.28,-85,-72,1,1,13,0,Diff 13.0px too low
883,35.32,-85,-72,1,1,13,0,Diff 13.0px too low
884,35.36,-85,-72,1,1,13,0,Diff 13.0px too low
885,35.4,-85,-72,1,1,13,0,Diff 13.0px too low
886,35.44,-85,-72,1,1,13,0,Diff 13.0px too low
887,35.48,-84,-72,1,1,12,0,Diff 12.0px too low
888,35.52,-84,-72,1,1,12,0,Diff 12.0px too low
889,35.56,-84,-72,1,1,12,0,Diff 12.0px too low
890,35.6,-83,-72,1,1,11,0,Diff 11.0px too low
891,35.64,-83,-72,1,1,11,0,Diff 11.0px too low
892,35.68,-83,-72,1,1,11,0,Diff 11.0px too low
893,35.72,-83,-72,1,1,11,0,Diff 11.0px too low
894,35.76,-83,-72,1,1,11,0,Diff 11.0px too low
895,35.8,-83,-72,1,1,11,0,Diff 11.0px too low
896,35.84,-83,-72,1,1,11,0,Diff 11.0px too low
897,35.88,-83,-72,1,1,11,0,Diff 11.0px too low
898,35.92,-83,-72,1,1,11,0,Diff 11.0px too low
899,35.96,-83,-72,1,1,11,0,Diff 11.0px too low
900,36.0,-83,-72,1,1,11,0,Diff 11.0px too low
901,36.04,-83,-72,1,1,11,0,Diff 11.0px too low
902,36.08,-83,-72,1,1,11,0,Diff 11.0px too low
903,36.12,-83,-72,1,1,11,0,Diff 11.0px too low
904,36.16,-83,-72,1,1,11,0,Diff 11.0px too low
905,36.2,-83,-72,1,1,11,0,Diff 11.0px too low
906,36.24,-83,-72,1,1,11,0,Diff 11.0px too low
907,36.28,-83,-72,1,1,11,0,Diff 11.0px too low
908,36.32,-83,-72,1,1,11,0,Diff 11.0px too low
909,36.36,-83,-72,1,1,11,0,Diff 11.0px too low
910,36.4,-83,-72,1,1,11,0,Diff 11.0px too low
911,36.44,-83,-72,1,1,11,0,Diff 11.0px too low
912,36.48,-83,-72,1,1,11,0,Diff 11.0px too low
913,36.52,-83,-72,1,1,11,0,Diff 11.0px too low
914,36.56,-83,-72,1,1,11,0,Diff 11.0px too low
915,36.6,-82,-72,1,1,10,0,Diff 10.0px too low
916,36.64,-82,-72,1,1,10,0,Diff 10.0px too low
917,36.68,-82,-72,1,1,10,0,Diff 10.0px too low
918,36.72,-82,-72,1,1,10,0,Diff 10.0px too low
919,36.76,-82,-72,1,1,10,0,Diff 10.0px too low
920,36.8,-82,-72,1,1,10,0,Diff 10.0px too low
921,36.84,-82,-72,1,1,10,0,Diff 10.0px too low
922,36.88,-82,-72,1,1,10,0,Diff 10.0px too low
923,36.92,-83,-72,1,1,11,0,Diff 11.0px too low
924,36.96,-83,-72,1,1,11,0,Diff 11.0px too low
925,37.0,-83,-72,1,1,11,0,Diff 11.0px too low
926,37.04,-83,-72,1,1,11,0,Diff 11.0px too low
927,37.08,-83,-72,1,1,11,0,Diff 11.0px too low
928,37.12,-83,-72,1,1,11,0,Diff 11.0px too low
929,37.16,-83,-72,1,1,11,0,Diff 11.0px too low
930,37.2,-83,-72,1,1,11,0,Diff 11.0px too low
931,37.24,-83,-72,1,1,11,0,Diff 11.0px too low
932,37.28,-83,-72,1,1,11,0,Diff 11.0px too low
933,37.32,-83,-72,1,1,11,0,Diff 11.0px too low
934,37.36,-83,-72,1,1,11,0,Diff 11.0px too low
935,37.4,-83,-72,1,1,11,0,Diff 11.0px too low
936,37.44,-83,-72,1,1,11,0,Diff 11.0px too low
937,37.48,-83,-72,1,1,11,0,Diff 11.0px too low
938,37.52,-83,-72,1,1,11,0,Diff 11.0px too low
939,37.56,-83,-72,1,1,11,0,Diff 11.0px too low
940,37.6,-83,-72,1,1,11,0,Diff 11.0px too low
941,37.64,-83,-72,1,1,11,0,Diff 11.0px too low
942,37.68,-83,-72,1,1,11,0,Diff 11.0px too low
943,37.72,-83,-72,1,1,11,0,Diff 11.0px too low
944,37.76,-83,-72,1,1,11,0,Diff 11.0px too low
945,37.8,-83,-72,1,1,11,0,Diff 11.0px too low
946,37.84,-83,-72,1,1,11,0,Diff 11.0px too low
947,37.88,-83,-72,1,1,11,0,Diff 11.0px too low
948,37.92,-83,-72,1,1,11,0,Diff 11.0px too low
949,37.96,-83,-72,1,1,11,0,Diff 11.0px too low
950,38.0,-83,-72,1,1,11,0,Diff 11.0px too low
951,38.04,-83,-72,1,1,11,0,Diff 11.0px too low
952,38.08,-83,-72,1,1,11,0,Diff 11.0px too low
953,38.12,-83,-72,1,1,11,0,Diff 11.0px too low
954,38.16,-83,-72,1,1,11,0,Diff 11.0px too low
955,38.2,-83,-72,1,1,11,0,Diff 11.0px too low
956,38.24,-83,-72,1,1,11,0,Diff 11.0px too low
957,38.28,-83,-72,1,1,11,0,Diff 11.0px too low
958,38.32,-83,-72,1,1,11,0,Diff 11.0px too low
959,38.36,-83,-72,1,1,11,0,Diff 11.0px too low
960,38.4,-83,-72,1,1,11,0,Diff 11.0px too low
961,38.44,-84,-72,1,1,12,0,Diff 12.0px too low
962,38.48,-84,-72,1,1,12,0,Diff 12.0px too low
963,38.52,-84,-72,1,1,12,0,Diff 12.0px too low
964,38.56,-84,-72,1,1,12,0,Diff 12.0px too low
965,38.6,-84,-72,1,1,12,0,Diff 12.0px too low
966,38.64,-84,-72,1,1,12,0,Diff 12.0px too low
967,38.68,-84,-72,1,1,12,0,Diff 12.0px too low
968,38.72,-84,-72,1,1,12,0,Diff 12.0px too low
969,38.76,-84,-72,1,1,12,0,Diff 12.0px too low
970,38.8,-84,-72,1,1,12,0,Diff 12.0px too low
971,38.84,-84,-72,1,1,12,0,Diff 12.0px too low
972,38.88,-84,-72,1,1,12,0,Diff 12.0px too low
973,38.92,-84,-72,1,1,12,0,Diff 12.0px too low
974,38.96,-84,-72,1,1,12,0,Diff 12.0px too low
975,39.0,-84,-72,1,1,12,0,Diff 12.0px too low
976,39.04,-84,-72,1,1,12,0,Diff 12.0px too low
977,39.08,-84,-72,1,1,12,0,Diff 12.0px too low
978,39.12,-84,-72,1,1,12,0,Diff 12.0px too low
979,39.16,-84,-72,1,1,12,0,Diff 12.0px too low
980,39.2,-84,-72,1,1,12,0,Diff 12.0px too low
981,39.24,-84,-72,1,1,12,0,Diff 12.0px too low
982,39.28,-84,-72,1,1,12,0,Diff 12.0px too low
983,39.32,-84,-72,1,1,12,0,Diff 12.0px too low
984,39.36,-84,-72,1,1,12,0,Diff 12.0px too low
985,39.4,-84,-72,1,1,12,0,Diff 12.0px too low
986,39.44,-84,-72,1,1,12,0,Diff 12.0px too low
987,39.48,-84,-72,1,1,12,0,Diff 12.0px too low
988,39.52,-84,-72,1,1,12,0,Diff 12.0px too low
989,39.56,-85,-75,1,1,10,0,Diff 10.0px too low
990,39.6,-81,-70,1,1,11,0,Diff 11.0px too low
991,39.64,-80,-69,1,1,11,0,Diff 11.0px too low
992,39.68,-77,-69,1,1,8,0,Diff 8.0px too low
993,39.72,-82,-68,1,1,14,0,Diff 14.0px too low
994,39.76,-81,-69,1,1,12,0,Diff 12.0px too low
995,39.8,-81,-68,1,1,13,0,Diff 13.0px too low
996,39.84,-81,-68,1,1,13,0,Diff 13.0px too low
997,39.88,-77,-69,1,1,8,0,Diff 8.0px too low
998,39.92,-77,-69,1,1,8,0,Diff 8.0px too low
999,39.96,-79,-68,1,1,11,0,Diff 11.0px too low
1000,40.0,-77,-69,1,1,8,0,Diff 8.0px too low
1001,40.04,-80,-69,1,1,11,0,Diff 11.0px too low
1002,40.08,-81,-69,1,1,12,0,Diff 12.0px too low
1003,40.12,-78,-69,1,1,9,0,Diff 9.0px too low
1004,40.16,-76,-69,1,1,7,0,Diff 7.0px too low
1005,40.2,-75,-68,1,1,7,0,Diff 7.0px too low
1006,40.24,-75,-68,1,1,7,0,Diff 7.0px too low
1007,40.28,-75,-67,1,1,8,0,Diff 8.0px too low
1008,40.32,-75,-67,1,1,8,0,Diff 8.0px too low
1009,40.36,-75,-67,1,1,8,0,Diff 8.0px too low
1010,40.4,-75,-67,1,1,8,0,Diff 8.0px too low
1011,40.44,-76,-67,1,1,9,0,Diff 9.0px too low
1012,40.48,-76,-67,1,1,9,0,Diff 9.0px too low
1013,40.52,-76,-66,1,1,10,0,Diff 10.0px too low
1014,40.56,-76,-66,1,1,10,0,Diff 10.0px too low
1015,40.6,-76,-66,1,1,10,0,Diff 10.0px too low
1016,40.64,-76,-66,1,1,10,0,Diff 10.0px too low
1017,40.68,-76,-66,1,1,10,0,Diff 10.0px too low
1018,40.72,-76,-66,1,1,10,0,Diff 10.0px too low
1019,40.76,-76,-66,1,1,10,0,Diff 10.0px too low
1020,40.8,-76,-66,1,1,10,0,Diff 10.0px too low
1021,40.84,-76,-66,1,1,10,0,Diff 10.0px too low
1022,40.88,-76,-67,1,1,9,0,Diff 9.0px too low
1023,40.92,-76,-67,1,1,9,0,Diff 9.0px too low
1024,40.96,-76,-67,1,1,9,0,Diff 9.0px too low
1025,41.0,-78,-68,1,1,10,0,Diff 10.0px too low
1026,41.04,-82,-67,1,1,15,0,Diff 15.0px too low
1027,41.08,-81,-68,1,1,13,0,Diff 13.0px too low
1028,41.12,-81,-68,1,1,13,0,Diff 13.0px too low
1029,41.16,-81,-68,1,1,13,0,Diff 13.0px too low
1030,41.2,-81,-68,1,1,13,0,Diff 13.0px too low
1031,41.24,-81,-68,1,1,13,0,Diff 13.0px too low
1032,41.28,-81,-68,1,1,13,0,Diff 13.0px too low
1033,41.32,-80,-68,1,1,12,0,Diff 12.0px too low
1034,41.36,-80,-68,1,1,12,0,Diff 12.0px too low
1035,41.4,-78,-68,1,1,10,0,Diff 10.0px too low
1036,41.44,-78,-68,1,1,10,0,Diff 10.0px too low
1037,41.48,-78,-68,1,1,10,0,Diff 10.0px too low
1038,41.52,-77,-68,1,1,9,0,Diff 9.0px too low
1039,41.56,-77,-68,1,1,9,0,Diff 9.0px too low
1040,41.6,-77,-68,1,1,9,0,Diff 9.0px too low
1041,41.64,-77,-68,1,1,9,0,Diff 9.0px too low
1042,41.68,-78,-68,1,1,10,0,Diff 10.0px too low
1043,41.72,-77,-68,1,1,9,0,Diff 9.0px too low
1044,41.76,-77,-68,1,1,9,0,Diff 9.0px too low
1045,41.8,-77,-68,1,1,9,0,Diff 9.0px too low
1046,41.84,-77,-68,1,1,9,0,Diff 9.0px too low
1047,41.88,-77,-69,1,1,8,0,Diff 8.0px too low
1048,41.92,-77,-69,1,1,8,0,Diff 8.0px too low
1049,41.96,-77,-69,1,1,8,0,Diff 8.0px too low
1050,42.0,-77,-69,1,1,8,0,Diff 8.0px too low
1051,42.04,-77,-69,1,1,8,0,Diff 8.0px too low
1052,42.08,-77,-69,1,1,8,0,Diff 8.0px too low
1053,42.12,-77,-69,1,1,8,0,Diff 8.0px too low
1054,42.16,-77,-69,1,1,8,0,Diff 8.0px too low
1055,42.2,-69,-62,1,1,7,0,Diff 7.0px too low
1056,42.24,-72,-70,1,1,2,0,Diff 2.0px too low
1057,42.28,-79,-70,1,1,9,0,Diff 9.0px too low
1058,42.32,-88,-72,1,1,16,0,Diff 16.0px too low
1059,42.36,-84,-71,1,1,13,0,Diff 13.0px too low
1060,42.4,-86,-69,1,1,17,0,Diff 17.0px too low
1061,42.44,-88,-69,1,1,19,0,Diff 19.0px too low
1062,42.48,-84,-70,1,1,14,0,Diff 14.0px too low
1063,42.52,-85,-70,1,1,15,0,Diff 15.0px too low
1064,42.56,-84,-69,1,1,15,0,Diff 15.0px too low
1065,42.6,-87,-68,1,1,19,0,Diff 19.0px too low
1066,42.64,-86,-68,1,1,18,0,Diff 18.0px too low
1067,42.68,-86,-68,1,1,18,0,Diff 18.0px too low
1068,42.72,-85,-68,1,1,17,0,Diff 17.0px too low
1069,42.76,-85,-68,1,1,17,0,Diff 17.0px too low
1070,42.8,-85,-68,1,1,17,0,Diff 17.0px too low
1071,42.84,-85,-68,1,1,17,0,Diff 17.0px too low
1072,42.88,-85,-68,1,1,17,0,Diff 17.0px too low
1073,42.92,-85,-67,1,1,18,0,Diff 18.0px too low
1074,42.96,-85,-67,1,1,18,0,Diff 18.0px too low
1075,43.0,-85,-67,1,1,18,0,Diff 18.0px too low
1076,43.04,-85,-67,1,1,18,0,Diff 18.0px too low
1077,43.08,-85,-67,1,1,18,0,Diff 18.0px too low
1078,43.12,-85,-67,1,1,18,0,Diff 18.0px too low
1079,43.16,-85,-67,1,1,18,0,Diff 18.0px too low
1080,43.2,-85,-67,1,1,18,0,Diff 18.0px too low
1081,43.24,-85,-67,1,1,18,0,Diff 18.0px too low
1082,43.28,-85,-67,1,1,18,0,Diff 18.0px too low
1083,43.32,-85,-67,1,1,18,0,Diff 18.0px too low
1084,43.36,-85,-67,1,1,18,0,Diff 18.0px too low
1085,43.4,-85,-67,1,1,18,0,Diff 18.0px too low
1086,43.44,-85,-67,1,1,18,0,Diff 18.0px too low
1087,43.48,-85,-67,1,1,18,0,Diff 18.0px too low
1088,43.52,-85,-67,1,1,18,0,Diff 18.0px too low
1089,43.56,-85,-67,1,1,18,0,Diff 18.0px too low
1090,43.6,-85,-67,1,1,18,0,Diff 18.0px too low
1091,43.64,-85,-67,1,1,18,0,Diff 18.0px too low
1092,43.68,-82,-73,1,1,9,0,Diff 9.0px too low
1093,43.72,-79,-68,1,1,11,0,Diff 11.0px too low
1094,43.76,-83,-70,1,1,13,0,Diff 13.0px too low
1095,43.8,-84,-70,1,1,14,0,Diff 14.0px too low
1096,43.84,-79,-70,1,1,9,0,Diff 9.0px too low
1097,43.88,-81,-69,1,1,12,0,Diff 12.0px too low
1098,43.92,-82,-69,1,1,13,0,Diff 13.0px too low
1099,43.96,-79,-69,1,1,10,0,Diff 10.0px too low
1100,44.0,-79,-69,1,1,10,0,Diff 10.0px too low
1101,44.04,-80,-69,1,1,11,0,Diff 11.0px too low
1102,44.08,-81,-70,1,1,11,0,Diff 11.0px too low
1103,44.12,-81,-70,1,1,11,0,Diff 11.0px too low
1104,44.16,-81,-70,1,1,11,0,Diff 11.0px too low
1105,44.2,-81,-70,1,1,11,0,Diff 11.0px too low
1106,44.24,-81,-70,1,1,11,0,Diff 11.0px too low
1107,44.28,-80,-70,1,1,10,0,Diff 10.0px too low
1108,44.32,-79,-70,1,1,9,0,Diff 9.0px too low
1109,44.36,-79,-70,1,1,9,0,Diff 9.0px too low
1110,44.4,-79,-70,1,1,9,0,Diff 9.0px too low
1111,44.44,-79,-70,1,1,9,0,Diff 9.0px too low
1112,44.48,-79,-70,1,1,9,0,Diff 9.0px too low
1113,44.52,-79,-70,1,1,9,0,Diff 9.0px too low
1114,44.56,-79,-69,1,1,10,0,Diff 10.0px too low
1115,44.6,-79,-69,1,1,10,0,Diff 10.0px too low
1116,44.64,-79,-69,1,1,10,0,Diff 10.0px too low
1117,44.68,-79,-69,1,1,10,0,Diff 10.0px too low
1118,44.72,-79,-69,1,1,10,0,Diff 10.0px too low
1119,44.76,-79,-69,1,1,10,0,Diff 10.0px too low
1120,44.8,-79,-69,1,1,10,0,Diff 10.0px too low
1121,44.84,-79,-69,1,1,10,0,Diff 10.0px too low
1122,44.88,-79,-69,1,1,10,0,Diff 10.0px too low
1123,44.92,-79,-69,1,1,10,0,Diff 10.0px too low
1124,44.96,-79,-69,1,1,10,0,Diff 10.0px too low
1125,45.0,-80,-69,1,1,11,0,Diff 11.0px too low
1126,45.04,-80,-69,1,1,11,0,Diff 11.0px too low
1127,45.08,-80,-69,1,1,11,0,Diff 11.0px too low
1128,45.12,-80,-69,1,1,11,0,Diff 11.0px too low
1129,45.16,-80,-69,1,1,11,0,Diff 11.0px too low
1130,45.2,-80,-69,1,1,11,0,Diff 11.0px too low
1131,45.24,-80,-69,1,1,11,0,Diff 11.0px too low
1132,45.28,-80,-69,1,1,11,0,Diff 11.0px too low
1133,45.32,-80,-69,1,1,11,0,Diff 11.0px too low
1134,45.36,-80,-69,1,1,11,0,Diff 11.0px too low
1135,45.4,-80,-69,1,1,11,0,Diff 11.0px too low
1136,45.44,-80,-69,1,1,11,0,Diff 11.0px too low
1137,45.48,-80,-69,1,1,11,0,Diff 11.0px too low
1138,45.52,-80,-69,1,1,11,0,Diff 11.0px too low
1139,45.56,-80,-69,1,1,11,0,Diff 11.0px too low
1140,45.6,-80,-69,1,1,11,0,Diff 11.0px too low
1141,45.64,-80,-69,1,1,11,0,Diff 11.0px too low
1142,45.68,-80,-69,1,1,11,0,Diff 11.0px too low
1143,45.72,-80,-69,1,1,11,0,Diff 11.0px too low
1144,45.76,-80,-69,1,1,11,0,Diff 11.0px too low
1145,45.8,-80,-69,1,1,11,0,Diff 11.0px too low
1146,45.84,-80,-69,1,1,11,0,Diff 11.0px too low
1147,45.88,-80,-69,1,1,11,0,Diff 11.0px too low
1148,45.92,-80,-69,1,1,11,0,Diff 11.0px too low
1149,45.96,-80,-69,1,1,11,0,Diff 11.0px too low
1150,46.0,-80,-69,1,1,11,0,Diff 11.0px too low
1151,46.04,-80,-69,1,1,11,0,Diff 11.0px too low
1152,46.08,-80,-69,1,1,11,0,Diff 11.0px too low
1153,46.12,-80,-69,1,1,11,0,Diff 11.0px too low
1154,46.16,-80,-69,1,1,11,0,Diff 11.0px too low
1155,46.2,-80,-69,1,1,11,0,Diff 11.0px too low
1156,46.24,-80,-69,1,1,11,0,Diff 11.0px too low
1157,46.28,-80,-69,1,1,11,0,Diff 11.0px too low
1158,46.32,-80,-69,1,1,11,0,Diff 11.0px too low
1159,46.36,-80,-69,1,1,11,0,Diff 11.0px too low
1160,46.4,-80,-69,1,1,11,0,Diff 11.0px too low
1161,46.44,-80,-69,1,1,11,0,Diff 11.0px too low
1162,46.48,-80,-69,1,1,11,0,Diff 11.0px too low
1163,46.52,-80,-69,1,1,11,0,Diff 11.0px too low
1164,46.56,-80,-69,1,1,11,0,Diff 11.0px too low
1165,46.6,-80,-69,1,1,11,0,Diff 11.0px too low
1166,46.64,-80,-69,1,1,11,0,Diff 11.0px too low
1167,46.68,-80,-69,1,1,11,0,Diff 11.0px too low
1168,46.72,-80,-69,1,1,11,0,Diff 11.0px too low
1169,46.76,-80,-69,1,1,11,0,Diff 11.0px too low
1170,46.8,-80,-69,1,1,11,0,Diff 11.0px too low
1171,46.84,-80,-69,1,1,11,0,Diff 11.0px too low
1172,46.88,-80,-69,1,1,11,0,Diff 11.0px too low
1173,46.92,-80,-69,1,1,11,0,Diff 11.0px too low
1174,46.96,-80,-69,1,1,11,0,Diff 11.0px too low
1175,47.0,-80,-69,1,1,11,0,Diff 11.0px too low
1176,47.04,-80,-69,1,1,11,0,Diff 11.0px too low
1177,47.08,-80,-69,1,1,11,0,Diff 11.0px too low
1178,47.12,-80,-69,1,1,11,0,Diff 11.0px too low
1179,47.16,-80,-69,1,1,11,0,Diff 11.0px too low
1180,47.2,-80,-69,1,1,11,0,Diff 11.0px too low
1181,47.24,-80,-69,1,1,11,0,Diff 11.0px too low
1182,47.28,-80,-69,1,1,11,0,Diff 11.0px too low
1183,47.32,-80,-69,1,1,11,0,Diff 11.0px too low
1184,47.36,-80,-69,1,1,11,0,Diff 11.0px too low
1185,47.4,-80,-69,1,1,11,0,Diff 11.0px too low
1186,47.44,-80,-69,1,1,11,0,Diff 11.0px too low
1187,47.48,-80,-69,1,1,11,0,Diff 11.0px too low
1188,47.52,-80,-69,1,1,11,0,Diff 11.0px too low
1189,47.56,-80,-69,1,1,11,0,Diff 11.0px too low
1190,47.6,-80,-69,1,1,11,0,Diff 11.0px too low
1191,47.64,-80,-69,1,1,11,0,Diff 11.0px too low
1192,47.68,-80,-69,1,1,11,0,Diff 11.0px too low
1193,47.72,-80,-69,1,1,11,0,Diff 11.0px too low
1194,47.76,-80,-69,1,1,11,0,Diff 11.0px too low
1195,47.8,-80,-69,1,1,11,0,Diff 11.0px too low
1196,47.84,-80,-69,1,1,11,0,Diff 11.0px too low
1197,47.88,-80,-70,1,1,10,0,Diff 10.0px too low
1198,47.92,-80,-70,1,1,10,0,Diff 10.0px too low
1199,47.96,-80,-70,1,1,10,0,Diff 10.0px too low
1200,48.0,-80,-70,1,1,10,0,Diff 10.0px too low
1201,48.04,-80,-70,1,1,10,0,Diff 10.0px too low
1202,48.08,-80,-70,1,1,10,0,Diff 10.0px too low
1203,48.12,-80,-70,1,1,10,0,Diff 10.0px too low
1204,48.16,-80,-70,1,1,10,0,Diff 10.0px too low
1205,48.2,-80,-70,1,1,10,0,Diff 10.0px too low
1206,48.24,-80,-70,1,1,10,0,Diff 10.0px too low
1207,48.28,-80,-70,1,1,10,0,Diff 10.0px too low
1208,48.32,-80,-70,1,1,10,0,Diff 10.0px too low
1209,48.36,-80,-70,1,1,10,0,Diff 10.0px too low
1210,48.4,-80,-70,1,1,10,0,Diff 10.0px too low
1211,48.44,-80,-70,1,1,10,0,Diff 10.0px too low
1212,48.48,-80,-70,1,1,10,0,Diff 10.0px too low
1213,48.52,-80,-70,1,1,10,0,Diff 10.0px too low
1214,48.56,-80,-70,1,1,10,0,Diff 10.0px too low
1215,48.6,-80,-70,1,1,10,0,Diff 10.0px too low
1216,48.64,-80,-70,1,1,10,0,Diff 10.0px too low
1217,48.68,-80,-70,1,1,10,0,Diff 10.0px too low
1218,48.72,-80,-70,1,1,10,0,Diff 10.0px too low
1219,48.76,-80,-70,1,1,10,0,Diff 10.0px too low
1220,48.8,-80,-70,1,1,10,0,Diff 10.0px too low
1221,48.84,-80,-70,1,1,10,0,Diff 10.0px too low
1222,48.88,-80,-70,1,1,10,0,Diff 10.0px too low
1223,48.92,-80,-70,1,1,10,0,Diff 10.0px too low
1224,48.96,-80,-70,1,1,10,0,Diff 10.0px too low
1225,49.0,-80,-70,1,1,10,0,Diff 10.0px too low
1226,49.04,-80,-70,1,1,10,0,Diff 10.0px too low
1227,49.08,-80,-70,1,1,10,0,Diff 10.0px too low
1228,49.12,-80,-70,1,1,10,0,Diff 10.0px too low
1229,49.16,-80,-70,1,1,10,0,Diff 10.0px too low
1230,49.2,-80,-70,1,1,10,0,Diff 10.0px too low
1231,49.24,-80,-70,1,1,10,0,Diff 10.0px too low
1232,49.28,-80,-70,1,1,10,0,Diff 10.0px too low
1233,49.32,-80,-70,1,1,10,0,Diff 10.0px too low
1234,49.36,-80,-70,1,1,10,0,Diff 10.0px too low
1235,49.4,-80,-70,1,1,10,0,Diff 10.0px too low
1236,49.44,-80,-70,1,1,10,0,Diff 10.0px too low
1237,49.48,-80,-70,1,1,10,0,Diff 10.0px too low
1238,49.52,-80,-70,1,1,10,0,Diff 10.0px too low
1239,49.56,-80,-70,1,1,10,0,Diff 10.0px too low
1240,49.6,-80,-70,1,1,10,0,Diff 10.0px too low
1241,49.64,-80,-70,1,1,10,0,Diff 10.0px too low
1242,49.68,-80,-70,1,1,10,0,Diff 10.0px too low
1243,49.72,-80,-70,1,1,10,0,Diff 10.0px too low
1244,49.76,-80,-70,1,1,10,0,Diff 10.0px too low
1245,49.8,-80,-70,1,1,10,0,Diff 10.0px too low
1246,49.84,-80,-70,1,1,10,0,Diff 10.0px too low
1247,49.88,-80,-70,1,1,10,0,Diff 10.0px too low
1248,49.92,-80,-70,1,1,10,0,Diff 10.0px too low
1249,49.96,-80,-70,1,1,10,0,Diff 10.0px too low
1250,50.0,-80,-70,1,1,10,0,Diff 10.0px too low
1251,50.04,-80,-70,1,1,10,0,Diff 10.0px too low
1252,50.08,-80,-70,1,1,10,0,Diff 10.0px too low
1253,50.12,-80,-70,1,1,10,0,Diff 10.0px too low
1254,50.16,-80,-70,1,1,10,0,Diff 10.0px too low
1255,50.2,-80,-70,1,1,10,0,Diff 10.0px too low
1256,50.24,-80,-70,1,1,10,0,Diff 10.0px too low
1257,50.28,-80,-70,1,1,10,0,Diff 10.0px too low
1258,50.32,-80,-70,1,1,10,0,Diff 10.0px too low
1259,50.36,-80,-70,1,1,10,0,Diff 10.0px too low
1260,50.4,-80,-70,1,1,10,0,Diff 10.0px too low
1261,50.44,-80,-70,1,1,10,0,Diff 10.0px too low
1262,50.48,-80,-70,1,1,10,0,Diff 10.0px too low
1263,50.52,-80,-70,1,1,10,0,Diff 10.0px too low
1264,50.56,-80,-70,1,1,10,0,Diff 10.0px too low
1265,50.6,-80,-70,1,1,10,0,Diff 10.0px too low
1266,50.64,-80,-70,1,1,10,0,Diff 10.0px too low
1267,50.68,-80,-70,1,1,10,0,Diff 10.0px too low
1268,50.72,-80,-70,1,1,10,0,Diff 10.0px too low
1269,50.76,-80,-70,1,1,10,0,Diff 10.0px too low
1270,50.8,-80,-70,1,1,10,0,Diff 10.0px too low
1271,50.84,-80,-70,1,1,10,0,Diff 10.0px too low
1272,50.88,-80,-70,1,1,10,0,Diff 10.0px too low
1273,50.92,-80,-70,1,1,10,0,Diff 10.0px too low
1274,50.96,-80,-70,1,1,10,0,Diff 10.0px too low
1275,51.0,-80,-70,1,1,10,0,Diff 10.0px too low
1276,51.04,-80,-70,1,1,10,0,Diff 10.0px too low
1277,51.08,-80,-70,1,1,10,0,Diff 10.0px too low
1278,51.12,-80,-70,1,1,10,0,Diff 10.0px too low
1279,51.16,-80,-70,1,1,10,0,Diff 10.0px too low
1280,51.2,-80,-70,1,1,10,0,Diff 10.0px too low
1281,51.24,-80,-70,1,1,10,0,Diff 10.0px too low
1282,51.28,-80,-70,1,1,10,0,Diff 10.0px too low
1283,51.32,-80,-70,1,1,10,0,Diff 10.0px too low
1284,51.36,-80,-70,1,1,10,0,Diff 10.0px too low
1285,51.4,-80,-70,1,1,10,0,Diff 10.0px too low
1286,51.44,-80,-70,1,1,10,0,Diff 10.0px too low
1287,51.48,-80,-70,1,1,10,0,Diff 10.0px too low
1288,51.52,-80,-70,1,1,10,0,Diff 10.0px too low
1289,51.56,-80,-70,1,1,10,0,Diff 10.0px too low
1290,51.6,-80,-70,1,1,10,0,Diff 10.0px too low
1291,51.64,-80,-70,1,1,10,0,Diff 10.0px too low
1292,51.68,-80,-70,1,1,10,0,Diff 10.0px too low
1293,51.72,-80,-70,1,1,10,0,Diff 10.0px too low
1294,51.76,-80,-70,1,1,10,0,Diff 10.0px too low
