frame,time_s,left_vertical_dist,right_vertical_dist,height_diff,bonus_flag,bonus_reason
462,18.48,216.0,217.0,1.0,0,Foot height diff 1.0px < threshold. NO BONUS.
463,18.52,216.0,217.0,1.0,0,Foot height diff 1.0px < threshold. NO BONUS.
464,18.56,216.0,217.0,1.0,0,Foot height diff 1.0px < threshold. NO BONUS.
465,18.6,216.0,218.0,2.0,0,Foot height diff 2.0px < threshold. NO BONUS.
466,18.64,216.0,219.0,3.0,0,Foot height diff 3.0px < threshold. NO BONUS.
467,18.68,216.0,219.0,3.0,0,Foot height diff 3.0px < threshold. NO BONUS.
468,18.72,216.0,219.0,3.0,0,Foot height diff 3.0px < threshold. NO BONUS.
469,18.76,217.0,220.0,3.0,0,Foot height diff 3.0px < threshold. NO BONUS.
470,18.8,217.0,220.0,3.0,0,Foot height diff 3.0px < threshold. NO BONUS.
471,18.84,217.0,221.0,4.0,0,Foot height diff 4.0px < threshold. NO BONUS.
472,18.88,217.0,221.0,4.0,0,Foot height diff 4.0px < threshold. NO BONUS.
473,18.92,218.0,221.0,3.0,0,Foot height diff 3.0px < threshold. NO BONUS.
474,18.96,218.0,222.0,4.0,0,Foot height diff 4.0px < threshold. NO BONUS.
475,19.0,218.0,222.0,4.0,0,Foot height diff 4.0px < threshold. NO BONUS.
476,19.04,218.0,222.0,4.0,0,Foot height diff 4.0px < threshold. NO BONUS.
477,19.08,218.0,222.0,4.0,0,Foot height diff 4.0px < threshold. NO BONUS.
478,19.12,218.0,222.0,4.0,0,Foot height diff 4.0px < threshold. NO BONUS.
479,19.16,218.0,221.0,3.0,0,Foot height diff 3.0px < threshold. NO BONUS.
480,19.2,218.0,221.0,3.0,0,Foot height diff 3.0px < threshold. NO BONUS.
481,19.24,218.0,221.0,3.0,0,Foot height diff 3.0px < threshold. NO BONUS.
482,19.28,218.0,221.0,3.0,0,Foot height diff 3.0px < threshold. NO BONUS.
483,19.32,218.0,221.0,3.0,0,Foot height diff 3.0px < threshold. NO BONUS.
484,19.36,218.0,221.0,3.0,0,Foot height diff 3.0px < threshold. NO BONUS.
485,19.4,218.0,221.0,3.0,0,Foot height diff 3.0px < threshold. NO BONUS.
486,19.44,218.0,221.0,3.0,0,Foot height diff 3.0px < threshold. NO BONUS.
487,19.48,218.0,221.0,3.0,0,Foot height diff 3.0px < threshold. NO BONUS.
488,19.52,218.0,220.0,2.0,0,Foot height diff 2.0px < threshold. NO BONUS.
489,19.56,218.0,220.0,2.0,0,Foot height diff 2.0px < threshold. NO BONUS.
490,19.6,218.0,220.0,2.0,0,Foot height diff 2.0px < threshold. NO BONUS.
491,19.64,218.0,220.0,2.0,0,Foot height diff 2.0px < threshold. NO BONUS.
492,19.68,218.0,220.0,2.0,0,Foot height diff 2.0px < threshold. NO BONUS.
493,19.72,218.0,220.0,2.0,0,Foot height diff 2.0px < threshold. NO BONUS.
494,19.76,218.0,220.0,2.0,0,Foot height diff 2.0px < threshold. NO BONUS.
495,19.8,218.0,220.0,2.0,0,Foot height diff 2.0px < threshold. NO BONUS.
496,19.84,218.0,220.0,2.0,0,Foot height diff 2.0px < threshold. NO BONUS.
497,19.88,218.0,220.0,2.0,0,Foot height diff 2.0px < threshold. NO BONUS.
498,19.92,218.0,219.0,1.0,0,Foot height diff 1.0px < threshold. NO BONUS.
499,19.96,218.0,219.0,1.0,0,Foot height diff 1.0px < threshold. NO BONUS.
500,20.0,218.0,219.0,1.0,0,Foot height diff 1.0px < threshold. NO BONUS.
501,20.04,218.0,219.0,1.0,0,Foot height diff 1.0px < threshold. NO BONUS.
502,20.08,218.0,219.0,1.0,0,Foot height diff 1.0px < threshold. NO BONUS.
503,20.12,218.0,219.0,1.0,0,Foot height diff 1.0px < threshold. NO BONUS.
504,20.16,218.0,219.0,1.0,0,Foot height diff 1.0px < threshold. NO BONUS.
505,20.2,218.0,219.0,1.0,0,Foot height diff 1.0px < threshold. NO BONUS.
506,20.24,218.0,219.0,1.0,0,Foot height diff 1.0px < threshold. NO BONUS.
507,20.28,218.0,219.0,1.0,0,Foot height diff 1.0px < threshold. NO BONUS.
508,20.32,218.0,219.0,1.0,0,Foot height diff 1.0px < threshold. NO BONUS.
509,20.36,218.0,219.0,1.0,0,Foot height diff 1.0px < threshold. NO BONUS.
510,20.4,218.0,219.0,1.0,0,Foot height diff 1.0px < threshold. NO BONUS.
511,20.44,218.0,219.0,1.0,0,Foot height diff 1.0px < threshold. NO BONUS.
512,20.48,218.0,219.0,1.0,0,Foot height diff 1.0px < threshold. NO BONUS.
513,20.52,218.0,219.0,1.0,0,Foot height diff 1.0px < threshold. NO BONUS.
514,20.56,218.0,219.0,1.0,0,Foot height diff 1.0px < threshold. NO BONUS.
515,20.6,218.0,219.0,1.0,0,Foot height diff 1.0px < threshold. NO BONUS.
516,20.64,218.0,219.0,1.0,0,Foot height diff 1.0px < threshold. NO BONUS.
517,20.68,218.0,219.0,1.0,0,Foot height diff 1.0px < threshold. NO BONUS.
518,20.72,218.0,219.0,1.0,0,Foot height diff 1.0px < threshold. NO BONUS.
519,20.76,218.0,219.0,1.0,0,Foot height diff 1.0px < threshold. NO BONUS.
520,20.8,218.0,219.0,1.0,0,Foot height diff 1.0px < threshold. NO BONUS.
521,20.84,218.0,219.0,1.0,0,Foot height diff 1.0px < threshold. NO BONUS.
522,20.88,218.0,219.0,1.0,0,Foot height diff 1.0px < threshold. NO BONUS.
523,20.92,218.0,219.0,1.0,0,Foot height diff 1.0px < threshold. NO BONUS.
524,20.96,218.0,219.0,1.0,0,Foot height diff 1.0px < threshold. NO BONUS.
525,21.0,218.0,219.0,1.0,0,Foot height diff 1.0px < threshold. NO BONUS.
526,21.04,218.0,219.0,1.0,0,Foot height diff 1.0px < threshold. NO BONUS.
527,21.08,218.0,219.0,1.0,0,Foot height diff 1.0px < threshold. NO BONUS.
528,21.12,218.0,219.0,1.0,0,Foot height diff 1.0px < threshold. NO BONUS.
529,21.16,218.0,219.0,1.0,0,Foot height diff 1.0px < threshold. NO BONUS.
530,21.2,218.0,219.0,1.0,0,Foot height diff 1.0px < threshold. NO BONUS.
531,21.24,218.0,219.0,1.0,0,Foot height diff 1.0px < threshold. NO BONUS.
532,21.28,218.0,219.0,1.0,0,Foot height diff 1.0px < threshold. NO BONUS.
533,21.32,218.0,219.0,1.0,0,Foot height diff 1.0px < threshold. NO BONUS.
534,21.36,218.0,219.0,1.0,0,Foot height diff 1.0px < threshold. NO BONUS.
535,21.4,218.0,219.0,1.0,0,Foot height diff 1.0px < threshold. NO BONUS.
536,21.44,218.0,219.0,1.0,0,Foot height diff 1.0px < threshold. NO BONUS.
537,21.48,218.0,219.0,1.0,0,Foot height diff 1.0px < threshold. NO BONUS.
538,21.52,218.0,219.0,1.0,0,Foot height diff 1.0px < threshold. NO BONUS.
539,21.56,218.0,219.0,1.0,0,Foot height diff 1.0px < threshold. NO BONUS.
540,21.6,218.0,219.0,1.0,0,Foot height diff 1.0px < threshold. NO BONUS.
541,21.64,218.0,219.0,1.0,0,Foot height diff 1.0px < threshold. NO BONUS.
542,21.68,218.0,219.0,1.0,0,Foot height diff 1.0px < threshold. NO BONUS.
543,21.72,218.0,219.0,1.0,0,Foot height diff 1.0px < threshold. NO BONUS.
544,21.76,218.0,219.0,1.0,0,Foot height diff 1.0px < threshold. NO BONUS.
545,21.8,218.0,219.0,1.0,0,Foot height diff 1.0px < threshold. NO BONUS.
546,21.84,218.0,219.0,1.0,0,Foot height diff 1.0px < threshold. NO BONUS.
547,21.88,218.0,219.0,1.0,0,Foot height diff 1.0px < threshold. NO BONUS.
548,21.92,218.0,219.0,1.0,0,Foot height diff 1.0px < threshold. NO BONUS.
549,21.96,218.0,219.0,1.0,0,Foot height diff 1.0px < threshold. NO BONUS.
550,22.0,218.0,219.0,1.0,0,Foot height diff 1.0px < threshold. NO BONUS.
551,22.04,218.0,219.0,1.0,0,Foot height diff 1.0px < threshold. NO BONUS.
552,22.08,218.0,219.0,1.0,0,Foot height diff 1.0px < threshold. NO BONUS.
553,22.12,218.0,219.0,1.0,0,Foot height diff 1.0px < threshold. NO BONUS.
554,22.16,218.0,219.0,1.0,0,Foot height diff 1.0px < threshold. NO BONUS.
555,22.2,218.0,219.0,1.0,0,Foot height diff 1.0px < threshold. NO BONUS.
556,22.24,218.0,219.0,1.0,0,Foot height diff 1.0px < threshold. NO BONUS.
557,22.28,218.0,219.0,1.0,0,Foot height diff 1.0px < threshold. NO BONUS.
558,22.32,218.0,219.0,1.0,0,Foot height diff 1.0px < threshold. NO BONUS.
559,22.36,218.0,219.0,1.0,0,Foot height diff 1.0px < threshold. NO BONUS.
560,22.4,218.0,219.0,1.0,0,Foot height diff 1.0px < threshold. NO BONUS.
561,22.44,218.0,219.0,1.0,0,Foot height diff 1.0px < threshold. NO BONUS.
562,22.48,218.0,219.0,1.0,0,Foot height diff 1.0px < threshold. NO BONUS.
563,22.52,218.0,219.0,1.0,0,Foot height diff 1.0px < threshold. NO BONUS.
564,22.56,218.0,218.0,0.0,0,Foot height diff 0.0px < threshold. NO BONUS.
565,22.6,219.0,218.0,1.0,0,Foot height diff 1.0px < threshold. NO BONUS.
566,22.64,219.0,218.0,1.0,0,Foot height diff 1.0px < threshold. NO BONUS.
567,22.68,219.0,218.0,1.0,0,Foot height diff 1.0px < threshold. NO BONUS.
568,22.72,219.0,218.0,1.0,0,Foot height diff 1.0px < threshold. NO BONUS.
569,22.76,219.0,218.0,1.0,0,Foot height diff 1.0px < threshold. NO BONUS.
570,22.8,219.0,218.0,1.0,0,Foot height diff 1.0px < threshold. NO BONUS.
571,22.84,219.0,218.0,1.0,0,Foot height diff 1.0px < threshold. NO BONUS.
572,22.88,219.0,218.0,1.0,0,Foot height diff 1.0px < threshold. NO BONUS.
573,22.92,219.0,218.0,1.0,0,Foot height diff 1.0px < threshold. NO BONUS.
574,22.96,219.0,218.0,1.0,0,Foot height diff 1.0px < threshold. NO BONUS.
575,23.0,219.0,218.0,1.0,0,Foot height diff 1.0px < threshold. NO BONUS.
576,23.04,219.0,218.0,1.0,0,Foot height diff 1.0px < threshold. NO BONUS.
577,23.08,219.0,218.0,1.0,0,Foot height diff 1.0px < threshold. NO BONUS.
578,23.12,219.0,218.0,1.0,0,Foot height diff 1.0px < threshold. NO BONUS.
579,23.16,219.0,218.0,1.0,0,Foot height diff 1.0px < threshold. NO BONUS.
580,23.2,219.0,218.0,1.0,0,Foot height diff 1.0px < threshold. NO BONUS.
581,23.24,219.0,218.0,1.0,0,Foot height diff 1.0px < threshold. NO BONUS.
582,23.28,219.0,217.0,2.0,0,Foot height diff 2.0px < threshold. NO BONUS.
583,23.32,219.0,217.0,2.0,0,Foot height diff 2.0px < threshold. NO BONUS.
584,23.36,219.0,217.0,2.0,0,Foot height diff 2.0px < threshold. NO BONUS.
585,23.4,219.0,217.0,2.0,0,Foot height diff 2.0px < threshold. NO BONUS.
